button_pressed,time,av,ax,ay,az
0,2021-04-13 15:35:48 185601,1030.6449437124309,417,916,-222
0,2021-04-13 15:35:48 185651,1038.241301432379,448,904,-245
0,2021-04-13 15:35:48 185701,1002.3931364489683,386,900,-214
0,2021-04-13 15:35:48 185751,1029.5110489936474,425,912,-218
0,2021-04-13 15:35:48 185801,1014.435803784547,382,916,-210
0,2021-04-13 15:35:48 185851,999.5268880825568,401,893,-202
0,2021-04-13 15:35:48 185901,992.7003576104927,417,877,-206
0,2021-04-13 15:35:49 185951,998.4578108262763,401,889,-214
0,2021-04-13 15:35:49 186003,1028.5300190077098,421,908,-237
0,2021-04-13 15:35:49 186054,1004.7079177552051,405,897,-202
0,2021-04-13 15:35:49 186101,1000.5823304456261,382,904,-195
0,2021-04-13 15:35:49 186151,1026.2109919504858,417,908,-234
0,2021-04-13 15:35:49 186202,1024.5721058080783,436,904,-206
0,2021-04-13 15:35:49 186251,988.22568272637,366,897,-195
0,2021-04-13 15:35:49 186301,1007.1375278481088,409,897,-206
0,2021-04-13 15:35:49 186351,1024.3383230163754,444,897,-218
0,2021-04-13 15:35:49 186401,1012.343815114213,386,912,-210
0,2021-04-13 15:35:49 186451,1015.3565876085111,409,908,-198
0,2021-04-13 15:35:49 186501,1013.0769960866745,417,900,-206
0,2021-04-13 15:35:49 186551,1015.0413784669076,417,904,-198
0,2021-04-13 15:35:49 186601,975.0641004569904,370,885,-175
0,2021-04-13 15:35:49 186651,1018.2047927602777,444,889,-222
0,2021-04-13 15:35:49 186701,1071.1703879402194,425,955,-234
0,2021-04-13 15:35:49 186751,956.8458601049597,312,889,-167
0,2021-04-13 15:35:49 186801,1035.5433356455924,261,1002,-15
0,2021-04-13 15:35:50 186851,1062.2706811354628,413,975,85
0,2021-04-13 15:35:50 186901,1116.6221384156772,530,971,-152
0,2021-04-13 15:35:50 186951,1056.642796786123,542,893,-159
0,2021-04-13 15:35:50 187002,994.1996781331203,616,764,-159
0,2021-04-13 15:35:50 187053,962.5097402104562,573,764,-120
0,2021-04-13 15:35:50 187101,999.8969946949536,581,803,-132
0,2021-04-13 15:35:50 187151,993.7514779863222,577,807,-58
0,2021-04-13 15:35:50 187201,1000.9940059760597,612,791,-42
0,2021-04-13 15:35:50 187251,984.6278484788047,604,776,-50
0,2021-04-13 15:35:50 187301,959.6186742659816,592,752,-70
0,2021-04-13 15:35:50 187351,1016.7895554144918,624,799,-78
0,2021-04-13 15:35:50 187401,1014.8778251592652,585,826,-74
0,2021-04-13 15:35:50 187451,1016.6366115776079,631,795,-58
0,2021-04-13 15:35:50 187501,1011.3841999952342,604,811,-19
0,2021-04-13 15:35:50 187551,1027.9985408549956,600,834,-35
0,2021-04-13 15:35:50 187601,1019.0451412964982,596,826,-31
0,2021-04-13 15:35:50 187651,993.9079434233333,627,768,-70
0,2021-04-13 15:35:50 187701,934.2815421488322,565,744,-11
0,2021-04-13 15:35:50 187751,990.168167535192,620,772,-7
0,2021-04-13 15:35:50 187802,967.1897435353624,596,748,-144
1000,2021-04-13 15:35:51 187851,1072.5036130475273,604,858,-222
1000,2021-04-13 15:35:51 187901,980.9857287443075,507,830,-128
0,2021-04-13 15:35:51 187951,987.3322642352979,460,861,-148
0,2021-04-13 15:35:51 188001,1061.5846645463564,503,928,-113
0,2021-04-13 15:35:51 188052,992.3154740303106,429,885,-132
0,2021-04-13 15:35:51 188101,998.5719803799824,401,908,-109
0,2021-04-13 15:35:51 188151,1044.1379219241105,468,924,-132
0,2021-04-13 15:35:51 188201,1045.7767448169805,444,932,-167
0,2021-04-13 15:35:51 188251,1031.2797874485857,421,936,-101
0,2021-04-13 15:35:52 188301,1016.3621401842947,432,908,-148
0,2021-04-13 15:35:52 188351,999.0485473689454,417,897,-140
0,2021-04-13 15:35:52 188401,995.1306446894297,413,904,-50
0,2021-04-13 15:35:52 188451,930.5681060513518,417,822,-128
0,2021-04-13 15:35:52 188501,936.9578432352226,460,799,-167
0,2021-04-13 15:35:52 188551,1009.1838286457032,464,850,-284
0,2021-04-13 15:35:52 188602,994.4194286114889,393,889,-210
0,2021-04-13 15:35:52 188651,1088.6551336396665,304,1045,-27
0,2021-04-13 15:35:52 188701,1069.2974328969467,386,951,-300
0,2021-04-13 15:35:52 188751,1065.8109588477687,468,900,-327
0,2021-04-13 15:35:52 188801,1017.9715123715398,331,932,-241
0,2021-04-13 15:35:52 188851,1060.6648858145536,315,971,-288
0,2021-04-13 15:35:52 188901,977.092626110749,347,885,-226
0,2021-04-13 15:35:52 188951,980.6798662152701,257,920,-222
0,2021-04-13 15:35:52 189001,1006.0029821029359,280,951,-171
0,2021-04-13 15:35:52 189052,1060.1094283138887,300,994,-214
0,2021-04-13 15:35:52 189101,969.6947973460516,284,904,-206
0,2021-04-13 15:35:52 189151,968.596923389704,284,900,-218
0,2021-04-13 15:35:52 189201,1028.5538391353173,319,959,-191
0,2021-04-13 15:35:52 189251,1043.9966475041958,382,943,-234
0,2021-04-13 15:35:52 189301,1026.5383577830885,300,959,-210
0,2021-04-13 15:35:52 189351,1009.6454823352601,362,916,-222
0,2021-04-13 15:35:52 189402,990.5094648714872,327,912,-206
0,2021-04-13 15:35:52 189451,1012.4939505992122,382,908,-234
0,2021-04-13 15:35:52 189501,989.1961382860327,323,912,-206
0,2021-04-13 15:35:52 189551,991.1957425251584,327,908,-226
0,2021-04-13 15:35:52 189601,1024.511590954441,370,932,-210
0,2021-04-13 15:35:53 189651,997.5915998042485,351,908,-218
0,2021-04-13 15:35:53 189701,1012.2356445018127,300,939,-230
0,2021-04-13 15:35:53 189751,1019.6695543164952,327,939,-226
0,2021-04-13 15:35:53 189801,1042.455754456754,393,936,-237
0,2021-04-13 15:35:53 189851,1007.8913631934744,319,928,-230
0,2021-04-13 15:35:53 189901,1010.6735377954644,319,932,-226
0,2021-04-13 15:35:53 189951,1021.9706453709911,366,928,-222
0,2021-04-13 15:35:53 190001,990.315606258934,351,900,-218
0,2021-04-13 15:35:53 190052,993.5537227548392,323,912,-226
0,2021-04-13 15:35:53 190101,987.589995899108,351,897,-218
0,2021-04-13 15:35:53 190151,1010.879320196036,401,900,-226
0,2021-04-13 15:35:53 190202,1008.0858098396187,331,924,-230
0,2021-04-13 15:35:53 190251,999.3382810640248,343,912,-222
0,2021-04-13 15:35:53 190301,1015.7425855008738,351,924,-234
0,2021-04-13 15:35:53 190351,1027.2098130372392,390,924,-222
0,2021-04-13 15:35:53 190401,996.8931738155297,292,924,-234
0,2021-04-13 15:35:53 190451,1006.5927677069809,354,912,-237
0,2021-04-13 15:35:53 190501,993.8636727439031,335,908,-226
0,2021-04-13 15:35:53 190551,1013.1900117944314,319,932,-237
0,2021-04-13 15:35:53 190601,1034.4650791592726,347,947,-230
0,2021-04-13 15:35:53 190651,1016.0196848486746,354,928,-214
0,2021-04-13 15:35:53 190701,1016.65579229157,343,928,-234
0,2021-04-13 15:35:53 190751,994.1468704371603,354,904,-214
0,2021-04-13 15:35:53 190801,973.0878685915266,296,900,-222
0,2021-04-13 15:35:53 190851,997.6577569487445,390,889,-230
0,2021-04-13 15:35:53 190901,998.605527723535,362,900,-237
0,2021-04-13 15:35:53 190951,1013.7992898005009,374,912,-237
0,2021-04-13 15:35:54 191002,1035.199014682684,354,936,-265
0,2021-04-13 15:35:54 191053,1011.046982093315,390,904,-230
0,2021-04-13 15:35:54 191101,991.1634577606259,343,900,-234
0,2021-04-13 15:35:54 191151,1018.1826948048174,378,916,-234
0,2021-04-13 15:35:54 191201,985.1147141323187,339,893,-241
0,2021-04-13 15:35:54 191251,1048.926117512573,386,943,-249
0,2021-04-13 15:35:54 191301,1020.625788425905,382,912,-253
0,2021-04-13 15:35:54 191351,1025.0126828483635,327,939,-249
0,2021-04-13 15:35:54 191401,999.0165163799846,331,908,-253
0,2021-04-13 15:35:54 191451,1000.8041766499579,382,897,-226
0,2021-04-13 15:35:54 191501,1004.7367814507439,366,908,-226
0,2021-04-13 15:35:54 191551,982.667797376102,312,904,-226
0,2021-04-13 15:35:54 191601,1024.7458221432278,366,932,-218
0,2021-04-13 15:35:54 191651,1010.5547981183405,382,904,-241
0,2021-04-13 15:35:54 191701,1005.6440722243631,366,908,-230
0,2021-04-13 15:35:54 191751,1016.3552528520723,323,932,-245
0,2021-04-13 15:35:54 191802,1003.512331762794,331,920,-226
0,2021-04-13 15:35:54 191851,1008.0064483920726,358,912,-237
0,2021-04-13 15:35:55 191901,1027.5290750144252,374,928,-234
0,2021-04-13 15:35:55 191951,1014.971920793871,354,924,-226
0,2021-04-13 15:35:55 192001,1023.9633782513904,343,936,-234
0,2021-04-13 15:35:55 192052,1001.9950099676146,335,912,-245
0,2021-04-13 15:35:55 192101,1014.0098618849819,386,908,-234
0,2021-04-13 15:35:55 192151,991.1634577606259,343,900,-234
0,2021-04-13 15:35:55 192201,1003.709121209925,358,912,-218
0,2021-04-13 15:35:55 192251,1006.0800166984732,370,904,-241
0,2021-04-13 15:35:55 192301,1025.7368083480285,374,928,-226
0,2021-04-13 15:35:55 192351,1000.2279740139245,366,904,-222
0,2021-04-13 15:35:55 192401,1007.3658719650969,343,916,-241
0,2021-04-13 15:35:55 192451,1004.0597591777095,354,912,-226
0,2021-04-13 15:35:55 192501,1006.2007751934998,370,908,-226
0,2021-04-13 15:35:55 192551,1015.6229615364158,335,928,-241
0,2021-04-13 15:35:55 192602,1019.7867424123535,370,916,-253
0,2021-04-13 15:35:55 192651,1002.5233164370792,339,916,-226
0,2021-04-13 15:35:55 192701,1026.2655601743634,366,928,-241
0,2021-04-13 15:35:55 192751,1008.7348511873673,347,916,-241
0,2021-04-13 15:35:56 192801,1039.3295916118236,354,947,-241
0,2021-04-13 15:35:56 192851,1021.577701401122,401,912,-226
0,2021-04-13 15:35:56 192901,1031.1687543753446,362,936,-237
0,2021-04-13 15:35:56 192951,1014.079385452638,409,900,-226
0,2021-04-13 15:35:56 193001,968.1766367765749,374,861,-237
0,2021-04-13 15:35:56 193052,972.5996092945956,409,850,-237
0,2021-04-13 15:35:56 193101,977.8169562857867,409,861,-218
0,2021-04-13 15:35:56 193151,1019.7592853217861,425,900,-222
0,2021-04-13 15:35:56 193201,1027.8467784645725,425,912,-210
0,2021-04-13 15:35:56 193251,1009.6959938516147,409,893,-234
0,2021-04-13 15:35:56 193301,1032.885763286531,409,924,-214
0,2021-04-13 15:35:56 193351,1008.5187157410614,417,889,-230
0,2021-04-13 15:35:56 193402,1013.0256660124659,436,885,-230
0,2021-04-13 15:35:56 193451,1008.5266481357843,421,893,-206
0,2021-04-13 15:35:56 193501,1020.0441166929987,452,881,-245
0,2021-04-13 15:35:56 193551,1042.5483202230964,483,893,-237
0,2021-04-13 15:35:56 193601,1000.7622095183251,440,873,-214
0,2021-04-13 15:35:56 193651,1016.5534909683798,456,881,-222
0,2021-04-13 15:35:57 193701,1019.4532848541909,468,881,-210
0,2021-04-13 15:35:57 193751,989.4927993674335,444,858,-214
0,2021-04-13 15:35:57 193801,1022.5096576561025,491,869,-222
0,2021-04-13 15:35:57 193851,1019.4969347673391,479,877,-202
0,2021-04-13 15:35:57 193901,1017.1912307919293,487,865,-222
0,2021-04-13 15:35:57 193951,999.1121058219643,483,850,-206
0,2021-04-13 15:35:57 194001,1004.19171476367,483,854,-214
0,2021-04-13 15:35:57 194052,1011.0064292574998,483,861,-218
0,2021-04-13 15:35:57 194101,1015.4752581919463,487,865,-214
0,2021-04-13 15:35:57 194151,1039.5835704742549,507,881,-218
0,2021-04-13 15:35:57 194202,1044.4371690053931,510,885,-218
0,2021-04-13 15:35:57 194251,1059.9816036139496,514,897,-234
0,2021-04-13 15:35:57 194301,1017.0614534038738,483,865,-230
0,2021-04-13 15:35:57 194351,1000.5988207068805,499,846,-191
0,2021-04-13 15:35:57 194401,996.38596939138,522,826,-195
0,2021-04-13 15:35:57 194451,990.747192779268,510,822,-214
0,2021-04-13 15:35:57 194501,994.9195947412032,495,834,-222
0,2021-04-13 15:35:57 194551,1002.605106709516,507,842,-198
0,2021-04-13 15:35:58 194601,1032.0624981075516,514,869,-214
0,2021-04-13 15:35:58 194651,1032.6282002734577,530,861,-210
0,2021-04-13 15:35:58 194701,1007.7995832505588,530,834,-198
0,2021-04-13 15:35:58 194751,1020.0828397733196,553,834,-198
0,2021-04-13 15:35:58 194801,992.7582787365714,518,826,-187
0,2021-04-13 15:35:58 194851,1003.2297842468594,565,803,-206
0,2021-04-13 15:35:58 194901,977.6737697207592,510,811,-195
0,2021-04-13 15:35:58 194951,1027.7489965940126,546,846,-206
0,2021-04-13 15:35:58 195002,1010.2732303688938,522,842,-198
0,2021-04-13 15:35:58 195053,1004.4122659545731,522,834,-202
0,2021-04-13 15:35:58 195101,1019.0564263081804,534,838,-226
0,2021-04-13 15:35:58 195151,1011.0647852635359,522,842,-202
0,2021-04-13 15:35:58 195201,1035.1352568625996,530,861,-222
0,2021-04-13 15:35:58 195251,1022.3952269059163,542,838,-222
0,2021-04-13 15:35:58 195301,998.2604870473438,510,830,-218
0,2021-04-13 15:35:58 195351,1028.4648754332839,538,850,-214
0,2021-04-13 15:35:58 195401,1017.1233946773616,546,830,-218
0,2021-04-13 15:35:58 195451,1027.266275120526,542,846,-214
0,2021-04-13 15:35:58 195501,1023.9746090602051,542,842,-214
0,2021-04-13 15:35:58 195551,989.8909030797283,510,822,-210
0,2021-04-13 15:35:58 195601,994.5054047113067,522,819,-214
0,2021-04-13 15:35:58 195651,1014.3993296527754,557,826,-191
0,2021-04-13 15:35:58 195701,1029.7397729523707,542,850,-210
0,2021-04-13 15:35:58 195751,1030.2650144501656,534,861,-187
0,2021-04-13 15:35:58 195802,1019.4174807212205,538,842,-202
0,2021-04-13 15:35:58 195851,1000.600319808064,530,826,-195
0,2021-04-13 15:35:58 195901,1012.1664882814487,549,826,-202
0,2021-04-13 15:35:59 195951,993.2482066432337,534,819,-175
0,2021-04-13 15:35:59 196001,1017.3406509129575,549,834,-195
0,2021-04-13 15:35:59 196052,1007.8789609868836,538,826,-210
0,2021-04-13 15:35:59 196101,1018.2538976110035,546,838,-191
0,2021-04-13 15:35:59 196151,1036.9406926145778,561,850,-195
0,2021-04-13 15:35:59 196201,998.931929612824,522,830,-191
0,2021-04-13 15:35:59 196251,1009.6444918881101,565,811,-206
0,2021-04-13 15:35:59 196301,1018.5116592361621,565,830,-171
0,2021-04-13 15:35:59 196351,1012.8183450155313,542,834,-191
0,2021-04-13 15:35:59 196401,1021.6917343308597,549,842,-183
0,2021-04-13 15:35:59 196451,1000.8041766499579,538,822,-191
0,2021-04-13 15:35:59 196501,1013.3025214613847,549,830,-191
0,2021-04-13 15:35:59 196551,1025.2965424695433,542,850,-187
0,2021-04-13 15:35:59 196602,1026.1778598274277,573,826,-206
0,2021-04-13 15:35:59 196651,978.3378761961534,510,807,-214
0,2021-04-13 15:35:59 196701,1024.4588815565025,546,842,-206
0,2021-04-13 15:35:59 196751,1048.331054581519,549,869,-206
0,2021-04-13 15:35:59 196801,1033.0193609027858,514,873,-202
0,2021-04-13 15:36:00 196851,1007.3073016711435,526,834,-206
0,2021-04-13 15:36:00 196901,988.1366302288363,546,803,-183
0,2021-04-13 15:36:00 196951,1006.8609635893131,518,842,-191
0,2021-04-13 15:36:00 197001,1010.8244160090317,557,826,-171
0,2021-04-13 15:36:00 197052,1003.135584056313,530,830,-191
0,2021-04-13 15:36:00 197101,1002.7247877658157,534,826,-195
0,2021-04-13 15:36:00 197151,1021.548334637182,546,842,-191
0,2021-04-13 15:36:00 197201,1013.2146860364786,534,838,-198
0,2021-04-13 15:36:00 197251,1040.6243318316174,631,807,-183
0,2021-04-13 15:36:00 197301,895.6589752802123,573,674,-140
0,2021-04-13 15:36:00 197351,961.4853093001474,631,702,-183
0,2021-04-13 15:36:00 197402,1092.1474259457832,787,741,-156
0,2021-04-13 15:36:00 197451,1427.6687290824857,1166,819,-89
0,2021-04-13 15:36:00 197501,1333.397540120725,1142,627,-284
0,2021-04-13 15:36:00 197551,910.3449895506648,908,50,-42
0,2021-04-13 15:36:00 197601,1112.0310247470616,1092,-7,210
0,2021-04-13 15:36:00 197651,1014.5412756512177,943,109,358
0,2021-04-13 15:36:00 197701,1419.039463862792,468,1240,-507
0,2021-04-13 15:36:00 197751,1266.990923408688,616,1107,19
0,2021-04-13 15:36:01 197801,1969.1383902610808,1248,1521,-81
0,2021-04-13 15:36:01 197851,1318.1642538014753,1177,592,42
0,2021-04-13 15:36:01 197901,582.4311118063663,499,-300,-15
0,2021-04-13 15:36:01 197951,409.76212611709246,390,-117,-46
0,2021-04-13 15:36:01 198001,376.69881868675935,171,-265,-206
0,2021-04-13 15:36:01 198052,2315.3941349152633,140,1989,-1177
0,2021-04-13 15:36:01 198101,2680.9994405072152,1989,1719,-526
0,2021-04-13 15:36:01 198151,1642.9491775462807,807,1423,152
0,2021-04-13 15:36:01 198202,1461.9339930379895,959,1103,-31
0,2021-04-13 15:36:01 198251,453.01765969992823,230,-390,15
0,2021-04-13 15:36:01 198301,2207.6636972147726,1431,-1677,117
0,2021-04-13 15:36:01 198351,750.1153244668449,546,-19,-514
0,2021-04-13 15:36:01 198401,1535.045276205233,-46,1162,-1002
0,2021-04-13 15:36:01 198451,1642.938221601774,-42,479,-1571
0,2021-04-13 15:36:01 198501,2024.1161033893288,46,413,-1981
0,2021-04-13 15:36:01 198551,2669.2817385956096,822,1766,-1825
0,2021-04-13 15:36:01 198601,2085.7605327553783,483,588,-1942
0,2021-04-13 15:36:01 198651,1431.2347815784801,-518,253,-1310
0,2021-04-13 15:36:02 198701,812.3429078905041,101,776,218
0,2021-04-13 15:36:02 198751,317.7593428996227,-117,249,-159
0,2021-04-13 15:36:02 198801,974.2130157208945,-413,479,-741
0,2021-04-13 15:36:02 198851,1963.3117429486333,1099,1626,-54
0,2021-04-13 15:36:02 198901,1853.8613756157713,-85,1844,171
0,2021-04-13 15:36:02 198951,1774.7044824420768,136,1626,-698
0,2021-04-13 15:36:02 199002,1629.5704955601032,-70,1482,-674
0,2021-04-13 15:36:02 199053,853.5912370684226,175,573,-608
0,2021-04-13 15:36:02 199101,1394.5927721023081,834,873,698
0,2021-04-13 15:36:02 199151,1016.361156282549,514,475,-737
0,2021-04-13 15:36:02 199201,1969.1962827509096,1333,1154,-877
0,2021-04-13 15:36:02 199251,807.2285921596186,483,573,-300
0,2021-04-13 15:36:02 199301,1752.5552773022596,-487,1680,-109
0,2021-04-13 15:36:02 199351,1370.117148276015,432,1279,-234
0,2021-04-13 15:36:02 199401,1832.2374300291979,963,507,-1474
0,2021-04-13 15:36:02 199451,1672.5764556515794,1166,1166,280
0,2021-04-13 15:36:02 199501,712.1467545386976,202,682,35
0,2021-04-13 15:36:02 199551,413.65081892823565,-261,319,-35
0,2021-04-13 15:36:03 199601,1252.8866668617716,768,725,-674
0,2021-04-13 15:36:03 199651,1825.6201686002485,1602,873,-66
0,2021-04-13 15:36:03 199701,931.8047005676673,136,920,58
0,2021-04-13 15:36:03 199751,726.8018987316971,198,234,-659
0,2021-04-13 15:36:03 199802,1082.679546310911,405,869,-503
0,2021-04-13 15:36:03 199851,1876.177763432879,877,1583,-495
0,2021-04-13 15:36:03 199901,1465.5524555607008,1244,748,202
0,2021-04-13 15:36:03 199951,342.0964776199837,74,323,-85
0,2021-04-13 15:36:03 200001,1453.220905437298,639,963,-881
0,2021-04-13 15:36:03 200052,1526.9404048619579,1193,507,-807
0,2021-04-13 15:36:03 200101,1589.5112456349593,1267,581,-764
0,2021-04-13 15:36:03 200151,523.8663951810614,124,234,-452
0,2021-04-13 15:36:03 200201,965.1248623882818,811,503,-144
0,2021-04-13 15:36:03 200251,1056.9280959459825,768,608,-397
0,2021-04-13 15:36:03 200301,1389.7118406345971,1209,237,-643
0,2021-04-13 15:36:03 200351,908.5736073648628,764,-273,-409
0,2021-04-13 15:36:03 200401,665.8077800686922,144,230,-608
0,2021-04-13 15:36:03 200451,1720.1645270147853,549,1626,-117
0,2021-04-13 15:36:03 200501,1974.2254177271652,1466,1111,-717
0,2021-04-13 15:36:03 200551,1074.5738690290211,838,487,-464
0,2021-04-13 15:36:03 200602,1117.7857576476808,-495,128,-994
0,2021-04-13 15:36:03 200651,2133.181192491627,1950,331,-799
0,2021-04-13 15:36:03 200701,923.4251458564468,483,-105,-780
0,2021-04-13 15:36:03 200751,1153.372012838876,425,639,-861
0,2021-04-13 15:36:03 200801,1676.272650853673,780,471,-1407
0,2021-04-13 15:36:03 200851,1297.9541594370735,616,-210,-1123
0,2021-04-13 15:36:03 200901,628.3541994766964,304,-93,-542
0,2021-04-13 15:36:03 200951,1036.6040709933566,-464,74,-924
0,2021-04-13 15:36:04 201001,679.1097113132752,-370,-23,-569
0,2021-04-13 15:36:04 201052,2765.737153093186,1653,1478,-1653
0,2021-04-13 15:36:04 201101,2014.6776417084695,717,1599,-994
0,2021-04-13 15:36:04 201151,2610.6041446377885,1341,1782,-1357
0,2021-04-13 15:36:04 201201,868.9700800372818,-206,713,-452
0,2021-04-13 15:36:04 201251,1147.5796268669117,-39,947,-647
0,2021-04-13 15:36:04 201301,673.6720270279893,-440,-503,85
0,2021-04-13 15:36:04 201351,686.4816093676509,-284,-35,-624
0,2021-04-13 15:36:04 201402,1161.7585807731311,483,787,-705
0,2021-04-13 15:36:04 201451,1640.7632370333022,698,1384,-538
0,2021-04-13 15:36:04 201501,1749.5362242605895,717,1482,-592
0,2021-04-13 15:36:04 201551,1603.9329786496692,904,1173,-616
0,2021-04-13 15:36:04 201601,925.4544829433806,421,600,-565
0,2021-04-13 15:36:04 201651,767.9049420338431,378,663,85
0,2021-04-13 15:36:04 201701,1261.896984702,1088,456,-448
0,2021-04-13 15:36:04 201751,1674.8328274786113,928,1365,-284
0,2021-04-13 15:36:04 201801,1327.1959162083042,378,854,-943
0,2021-04-13 15:36:04 201851,1319.5654587780025,585,-308,-1142
0,2021-04-13 15:36:04 201901,1365.5021054542538,370,436,-1240
0,2021-04-13 15:36:05 201951,2041.6843536648853,1415,889,-1173
0,2021-04-13 15:36:05 202001,1758.569873505173,382,1388,-1010
0,2021-04-13 15:36:05 202052,2204.2057526465173,487,1345,-1677
0,2021-04-13 15:36:05 202101,1052.656639175377,-647,226,-799
0,2021-04-13 15:36:05 202151,502.2379913945181,253,175,-397
0,2021-04-13 15:36:05 202202,948.7981871820793,284,171,-889
0,2021-04-13 15:36:05 202251,999.3387813949782,-198,265,-943
0,2021-04-13 15:36:05 202301,1805.519592804243,66,1216,-1333
0,2021-04-13 15:36:05 202351,2173.8838515431316,1669,347,-1349
0,2021-04-13 15:36:05 202401,1287.6292168167047,374,308,-1193
0,2021-04-13 15:36:05 202451,1418.0705201082208,822,222,-1134
0,2021-04-13 15:36:05 202501,826.6087345292209,577,132,-577
0,2021-04-13 15:36:05 202551,558.2956206168915,319,-382,-253
0,2021-04-13 15:36:05 202601,1054.9981042636996,-136,-50,-1045
0,2021-04-13 15:36:05 202651,972.0596689504199,526,768,280
0,2021-04-13 15:36:05 202701,2039.0461005087648,1060,635,-1622
0,2021-04-13 15:36:05 202751,2998.4572699973564,1989,1255,-1860
0,2021-04-13 15:36:05 202801,2259.682721091614,1989,518,-939
0,2021-04-13 15:36:06 202851,641.8738193757399,573,-288,-27
0,2021-04-13 15:36:06 202901,558.8506061551692,456,-323,-7
0,2021-04-13 15:36:06 202951,592.8119431995276,464,-331,-163
0,2021-04-13 15:36:06 203002,769.18008294547,741,11,-206
0,2021-04-13 15:36:06 203053,314.8761661351967,175,-191,-179
0,2021-04-13 15:36:06 203101,1224.5154143578593,733,705,-682
0,2021-04-13 15:36:06 203151,979.6555517119269,557,624,-510
0,2021-04-13 15:36:06 203201,1374.8381722951979,1244,460,-362
0,2021-04-13 15:36:06 203251,1191.805772766687,850,499,-670
0,2021-04-13 15:36:06 203301,781.1069068955926,464,-124,-616
0,2021-04-13 15:36:06 203351,1512.122018886042,1263,288,-780
0,2021-04-13 15:36:06 203401,722.0817128275719,327,253,-592
0,2021-04-13 15:36:06 203451,429.913944877344,109,136,-393
0,2021-04-13 15:36:06 203501,832.0661031432538,-105,222,-795
0,2021-04-13 15:36:06 203551,1435.0153309285583,440,1150,-737
0,2021-04-13 15:36:06 203601,2181.578556916986,1860,1119,-218
0,2021-04-13 15:36:06 203651,2208.5071881250465,1528,1528,-456
0,2021-04-13 15:36:06 203701,1824.0888136272313,1392,1170,-144
0,2021-04-13 15:36:06 203751,445.01123581320957,429,-35,-113
0,2021-04-13 15:36:07 203802,1011.8502853683444,226,507,-846
0,2021-04-13 15:36:07 203852,1098.9676974324586,795,101,-752
0,2021-04-13 15:36:07 203901,1204.5194062363628,799,-171,-885
0,2021-04-13 15:36:07 203951,1035.495050688317,475,-15,-920
0,2021-04-13 15:36:07 204003,1157.0881556735424,990,452,-393
0,2021-04-13 15:36:07 204054,869.2030832895152,752,421,-113
0,2021-04-13 15:36:07 204101,1544.603832702742,1154,994,-257
0,2021-04-13 15:36:07 204151,1411.9302390699054,1181,705,-319
0,2021-04-13 15:36:07 204201,1242.235484922243,932,670,-475
0,2021-04-13 15:36:07 204251,708.2640750454593,479,386,-351
0,2021-04-13 15:36:07 204301,881.6121596257619,468,-510,-546
0,2021-04-13 15:36:07 204351,1526.2598075032965,686,-132,-1357
0,2021-04-13 15:36:07 204401,1096.8249632461873,120,920,-585
0,2021-04-13 15:36:07 204451,946.2309443259611,-214,826,-409
0,2021-04-13 15:36:07 204501,1406.5731406507093,-152,912,-1060
0,2021-04-13 15:36:07 204551,2279.137336800922,-861,1989,-705
0,2021-04-13 15:36:07 204602,1449.388836717049,-54,386,-1396
0,2021-04-13 15:36:07 204651,2029.9403932135544,604,1201,-1521
0,2021-04-13 15:36:07 204701,1891.7005576993415,503,549,-1739
0,2021-04-13 15:36:08 204751,1611.2315165735804,257,273,-1567
0,2021-04-13 15:36:08 204801,1398.2313828547835,-663,319,-1189
0,2021-04-13 15:36:08 204851,2490.736035793436,-581,1813,-1606
0,2021-04-13 15:36:08 204901,1890.761751252653,-230,1532,-1084
0,2021-04-13 15:36:08 204951,1734.0014417525724,1056,1220,-635
0,2021-04-13 15:36:08 205001,1019.24923350474,526,468,-737
0,2021-04-13 15:36:08 205052,1166.1367844296826,-647,955,-171
0,2021-04-13 15:36:08 205101,1262.488415788438,768,1002,-7
0,2021-04-13 15:36:08 205151,1464.154704940704,916,1142,-23
0,2021-04-13 15:36:08 205201,1413.0990764981768,-647,1248,-144
0,2021-04-13 15:36:08 205251,1365.0923045713796,780,1119,54
0,2021-04-13 15:36:08 205301,932.6140680903328,912,156,-117
0,2021-04-13 15:36:08 205351,137.73525329413673,81,-109,-23
0,2021-04-13 15:36:08 205402,917.8676375164341,374,659,-518
0,2021-04-13 15:36:08 205451,1229.0561419235494,873,865,15
0,2021-04-13 15:36:08 205501,1245.5235846823616,530,885,-698
0,2021-04-13 15:36:08 205551,1074.7018191107709,698,546,-608
0,2021-04-13 15:36:08 205601,1308.6596196108444,1095,491,-522
0,2021-04-13 15:36:08 205651,1409.3416902937342,1248,222,-616
0,2021-04-13 15:36:09 205701,1302.3724505685768,1170,507,-265
0,2021-04-13 15:36:09 205751,1514.1202065886314,1380,608,-136
0,2021-04-13 15:36:09 205801,937.2694383153652,783,499,128
0,2021-04-13 15:36:09 205851,548.1733302523938,393,382,-11
0,2021-04-13 15:36:09 205901,744.6643539206103,565,378,-304
0,2021-04-13 15:36:09 205951,941.1083890817252,198,900,-191
0,2021-04-13 15:36:09 206001,1461.3948816114007,11,1427,-315
0,2021-04-13 15:36:09 206052,2024.4315251447752,741,1661,-889
0,2021-04-13 15:36:09 206101,2000.124746109602,-187,1989,-97
0,2021-04-13 15:36:09 206151,2393.110319228932,-234,1989,-1310
